COD_TIPO_DATO;TIPO_DATO;IDENTIFICADOR_MINT;COD_ELEMENTO;COD_NDP;DIRECCION_COMPLETA;DIRECCION AUXILIAR;CENTRO;COD_VIAL;CLASE_VIAL;PARTICULAS_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;HORARIO;OBSERVACIONES;;;;
237;Contenedor de ropa;;;;Calle  Ana de Austria, 73/75 ;;;MADRID;Calle;;Ana de Austria;número;73/75;;;;Hortaleza;444525,69;4483574,68;40.50033;-3.65466;;;;;;
238;Contenedor de ropa;;;;Calle  Principe Carlos, 22 ;;;MADRID;Calle;;Principe Carlos;número;22;;;;Hortaleza;444872,37;4482205,58;40.48802;-3.65045;;;;;;
239;Contenedor de ropa;;;;Avenida de las fuerzas armadas, 207 ;;;MADRID;Avenida;de las;fuerzas armadas;número;207;;;;Hortaleza;446787,52;4481675,51;40.48337;-3.62781;;;;;;
240;Contenedor de ropa;;;;Calle  Camino alto de Hortaleza, 6 ;;;MADRID;Calle;;Camino alto de Hortaleza;número;6;;;;Hortaleza;446768,94;4480732,07;40.47487;-3.62795;;;;;;
241;Contenedor de ropa;;;;Avenida  Machupichu, 73 ;;;MADRID;Avenida;;Machupichu;número;73;;;;Hortaleza;446323,56;4479152,26;40.46061;-3.63307;;;;;;
242;Contenedor de ropa;;;;Avenida  Machupichu, 35 ;;;MADRID;Avenida;;Machupichu;número;35;;;;Hortaleza;446647,60;4479171,03;40.4608;-3.62925;;;;;;
243;Contenedor de ropa;;;;Calle  Camelias, 7 ;;;MADRID;Calle;;Camelias;número;7;;;;Hortaleza;447537,61;4478159,00;40.45174;-3.61867;;;;;;
244;Contenedor de ropa;;;;Calle  Petunias, 45 ;;;MADRID;Calle;;Petunias;número;45;;;;Hortaleza;447499,97;4478354,64;40.4535;-3.61913;;;;;;
245;Contenedor de ropa;;;;Avenida de los Arces y Boj, 5 ;;;MADRID;Avenida;de los;Arces y Boj;número;5;;;;Hortaleza;447611,60;4478600,63;40.455723;-3.617834;;;;;;
246;Contenedor de ropa;;;;Avenida  Institución Libre de Enseñanza, 121 ;;;MADRID;Avenida;;Institución Libre de Enseñanza;número;121;;;;San Blas,Canillejas;446967,25;4474669,08;40.42096;-3.62514;;;;;;
247;Contenedor de ropa;;;;Calle  Pobladura del valle, 7 ;;;MADRID;Calle;;Pobladura del valle;número;7;;;;San Blas,Canillejas;447032,00;4474831,74;40.42243;-3.62439;;;;;;
248;Contenedor de ropa;;;;Calle  Amposta, 24 ;;;MADRID;Calle;;Amposta;número;24;;;;San Blas,Canillejas;447295,69;4475166,21;40.42546;-3.62131;;;;;;
249;Contenedor de ropa;;;;Calle del Castillo de Uclés , 2 ;;frente Hiber;MADRID;Calle;del;Castillo de Uclés ;número;2;;;;San Blas,Canillejas;446666,12;4475270,58;40.42636;-3.62874;;;;;;
250;Contenedor de ropa;;;;Calle del Castillo de Uclés , 35 ;;Centro de Salud;MADRID;Calle;del;Castillo de Uclés ;número;35;;;;San Blas,Canillejas;447139,82;4475802,28;40.43118;-3.6232;;;;;;
251;Contenedor de ropa;;;;Calle del Castillo de Uclés, 11 ;;;MADRID;Calle;del;Castillo de Uclés;número;11;;;;San Blas,Canillejas;447121,63;4475728,62;40.42982;-3.62333;;;;;;
252;Contenedor de ropa;;;;Calle de Valdecanillas, 55 ;;;MADRID;Calle;de;Valdecanillas;número;55;;;;San Blas,Canillejas;446995,93;4475973,17;40.43271;-3.62491;;;;;;
253;Contenedor de ropa;;;;Calle de Valdecanillas, 21 ;;;MADRID;Calle;de;Valdecanillas;número;21;;;;San Blas,Canillejas;446645,11;4475782,40;40.43097;-3.62903;;;;;;
254;Contenedor de ropa;;;;Avenida  Institución Libre de Enseñanza, 55 ;;;MADRID;Avenida;;Institución Libre de Enseñanza;número;55;;;;San Blas,Canillejas;446404,83;4475633,22;40.42961;-3.63185;;;;;;
255;Contenedor de ropa;;;;Calle  Alcala, 420 ;;;MADRID;Calle;;Alcala;número;420;;;;San Blas,Canillejas;445946,61;4476547,88;40.43782;-3.63733;;;;;;
256;Contenedor de ropa;;;;Calle  Alcala, 477 ;;;MADRID;Calle;;Alcala;número;477;;;;San Blas,Canillejas;446308,29;4476704,91;40.43926;-3.63308;;;;;;
257;Contenedor de ropa;;;;Calle  Alcala, 492 ;;Supercor;MADRID;Calle;;Alcala;número;492;;;;San Blas,Canillejas;446656,44;4476779,23;40.43995;-3.62898;;;;;;
258;Contenedor de ropa;;;;Calle  Alcala, 579 ;;;MADRID;Calle;;Alcala;número;579;;;;San Blas,Canillejas;447841,83;4477333,67;40.44502;-3.61505;;;;;;
259;Contenedor de ropa;;;;Calle  Alcala, 617 ;;Clinica Podologia;MADRID;Calle;;Alcala;número;617;;;;San Blas,Canillejas;448174,47;4477613,29;40.44756;-3.61115;;;;;;
260;Contenedor de ropa;;;;Avenida  Cuarta , 1 ;;fte Iglesia;MADRID;Avenida;;Cuarta ;número;1;;;;San Blas,Canillejas;449458,55;4477751;40.44888;-3.59602;;;;;;
261;Contenedor de ropa;;;;Plaza  Calle Ocho, 3 ;;Centro Civico Ciudad Pegaso;MADRID;Plaza;;Calle Ocho;número;3;;;;San Blas,Canillejas;449476,16;4477596,66;40.44749;-3.5958;;;;;;
262;Contenedor de ropa;;;;Calle  Pirra, 18 ;;C.C Plenilunio;MADRID;Calle;;Pirra;número;18;;;;San Blas,Canillejas;450193,12;4477532,93;40.44696;-3.58734;;;;;;
263;Contenedor de ropa;;;;Calle  Febrero, 4 ;;Centro Social Fin de Semana;MADRID;Calle;;Febrero;número;4;;;;San Blas,Canillejas;451429,43;4477507,33;40.44679;-3.57276;Lunes a Sábado 9:00 a 14:00 y 15:00 a 21:00.;;;;;
264;Contenedor de ropa;;;;Calle  Nicolasa Gomez, 33 ;;Centro Social ;MADRID;Calle;;Nicolasa Gomez;número;33;;;;San Blas,Canillejas;447941,37;4476976,17;40.44111;-3.613812;;;;;;
265;Contenedor de ropa;;;;Calle  Esfinge, 63 ;;;MADRID;Calle;;Esfinge;número;63;;;;San Blas,Canillejas;448524,28;4476682,82;40.4392;-3.60695;todo el día;;;;;
266;Contenedor de ropa;;;;Calle de Santa Genoveva, 2 ;;;MADRID;Calle;de;Santa Genoveva;número;2;;;;San Blas,Canillejas;445003,46;4475345,35;40.42623;-3.648309;;;;;;
267;Contenedor de ropa;;;;Calle  Esfinge, 35 ;;Centro de Mayores Esfinge;MADRID;Calle;;Esfinge;número;35;;;;San Blas,Canillejas;448326,76;4477185,99;40.4437;-3.60932;;;;;;
268;Contenedor de ropa;;;;Calle  San Faustino, 3 ;;;MADRID;Calle;;San Faustino;número;3;;;;San Blas,Canillejas;448339,6;4477583,23;40.4473;-3.6092;;;;;;
269;Contenedor de ropa;;;;Calle  Valderobles, 4 ;;;MADRID;Calle;;Valderobles;número;4;;;;San Blas,Canillejas;448188,08;4477244,48;40.44424;-3.61096;;;;;;
270;Contenedor de ropa;;;;Calle  Boltaña, 14 ;;Centro Salud Canillejas;MADRID;Calle;;Boltaña;número;14;;;;San Blas,Canillejas;447938,01;4477322,53;40.44423;-3.61388;;;;;;
271;Contenedor de ropa;;;;Calle  Albata, 5 ;;;MADRID;Calle;;Albata;número;5;;;;San Blas,Canillejas;447466,03;4476360,55;40.43623;-3.6194;;;;;;
272;Contenedor de ropa;;;;Calle  Julian Camarillo, 59 ;;;MADRID;Calle;;Julian Camarillo;número;59;;;;San Blas,Canillejas;447522,77;4476576,64;40.43818;-3.61875;;;;;;
273;Contenedor de ropa;;;;Calle  San Romualdo, 20 ;;Punto Limpio fijo;MADRID;Calle;;San Romualdo;número;20;;;;San Blas,Canillejas;447149,38;4476848,63;40.4'40.6;-3.62317;;;;;;
274;Contenedor de ropa;;;;Avenida de Niza, 52 ;;Supersol;MADRID;Avenida;de;Niza;número;52;;;;San Blas,Canillejas;448464,04;4476063,74;40.43362;-3.60761;;;;;;
275;Contenedor de ropa;;;;Calle  Suecia, 79 ;;;MADRID;Calle;;Suecia;número;79;;;;San Blas,Canillejas;448600,39;4475896,45;40.43212;-3.60599;;;;;;
276;Contenedor de ropa;;;;Calle  Suecia, 10 ;;Polideportivo Pepu Hernández;MADRID;Calle;;Suecia;número;10;;;;San Blas,Canillejas;448320,90;4474750,50;40.42178;-3.60919;;;;;;
277;Contenedor de ropa;;;;Calle  Sofia , 177 ;;;MADRID;Calle;;Sofia ;número;177;;;;San Blas,Canillejas;448995,81;4474809,21;40.42235;-3.60124;;;;;;
278;Contenedor de ropa;;;;Calle  Sofia, 56 ;;Ahorranas;MADRID;Calle;;Sofia;número;56;;;;San Blas,Canillejas;448998,63;4475468,54;40.42829;-3.60126;;;;;;
279;Contenedor de ropa;;;;Calle  Helsinki, 21 ;;;MADRID;Calle;;Helsinki;número;21;;;;San Blas,Canillejas;448871,26;4475178,57;40.42566;-3.60274;;;;;;
280;Contenedor de ropa;;;;Avenida  Guadalajara, 125 ;;;MADRID;Avenida;;Guadalajara;número;125;;;;San Blas,Canillejas;448427,97;4475011,86;40.42414;-3.60795;;;;;;
281;Contenedor de ropa;;;;Avenida  Guadalajara , 51 ;;IDM Campos de Futbol Av Guadalajara;MADRID;Avenida;;Guadalajara ;número;51;;;;San Blas,Canillejas;447569,56;4474548,27;40.41991, ;-3.61803;"Lunes a Viernes 10:00 a 23:00; Sábados y Domingos y festivos 10:00 a 24:00 ";;;;;
282;Contenedor de ropa;;;;Avenida  Guadalajara , 2 ;;Rastro;MADRID;Avenida;;Guadalajara ;número;2;;;;San Blas,Canillejas;447319,26;4474417,86;40.41872;-3.62097;;;;;;
283;Contenedor de ropa;;;;Calle  San Román del Valle, 8 ;;Centro Sociocultural Antonio Machado/Mercadillo San Roman del Valle;MADRID;Calle;;San Román del Valle;número;8;;;;San Blas,Canillejas;447274,18;4474515,81;40.4196;-3.62151;;;;;;
284;Contenedor de ropa;;;;Calle  Aquitania, 19 ;;;MADRID;Calle;;Aquitania;número;19;;;;San Blas,Canillejas;447503,55;4474507,07;40.41884;-3.61877;;;;;;
285;Contenedor de ropa;;;;Calle  Aquitania, 35 ;;;MADRID;Calle;;Aquitania;número;35;;;;San Blas,Canillejas;447722,01;4474512,77;40.4196;-3.61623;;;;;;
286;Contenedor de ropa;;;;Calle  Amposta, 24 ;;;MADRID;Calle;;Amposta;numero;24;;;;San Blas,Canillejas;447295,69;4475166,21;40.42546;-3.62131;;;;;;
287;Contenedor de ropa;;;;Calle  Pobladura del Valle, 7 ;;;MADRID;Calle;;Pobladura del Valle;número;7;;;;San Blas,Canillejas;447032;4474831,74;40.42243;-3.62439;;;;;;
288;Contenedor de ropa;;;;Calle  Pobladura del Valle , 13 ;;Centro Integrado Pablo Casals;MADRID;Calle;;Pobladura del Valle ;número;13;;;;San Blas,Canillejas;447438,88;4475265,17;40.42636;-3.61963;Lunes a Viernes 9:00 a 14:00 y de 15:00 a 19:00;;;;;
289;Contenedor de ropa;;;;Calle  Alberique, 16 ;;;MADRID;Calle;;Alberique;número;16;;;;San Blas,Canillejas;447715,81;4475562,84;40.42906;-3.61639;;;;;;
290;Contenedor de ropa;;;;Calle  Gregorio Lopez Madera , 6 ;;Polideportivo Municipal San Blas;MADRID;Calle;;Gregorio Lopez Madera ;número;6;;;;San Blas,Canillejas;447992,88;4475685,56;40.429487;-3.613099;;;;;;
291;Contenedor de ropa;;;;Calle  Hinojosa del Duque , 3 ;;Ahorramas/Iglesia;MADRID;Calle;;Hinojosa del Duque ;número;3;;;;San Blas,Canillejas;447922,4;4475880;40.43193, ;-3.61398;;;;;;
292;Contenedor de ropa;;;;Calle de Julia Garcia Boutan, 6 ;;;MADRID;Calle;de;Julia Garcia Boutan;número;6;;;;San Blas,Canillejas;448252,12;4475596,91;40.4294;-3.61007;;;;;;
293;Contenedor de ropa;;;;Calle de Longares, 20 ;;Dia;MADRID;Calle;de;Longares;número;20;;;;San Blas,Canillejas;448274,93;4475827,62;40.43148;-3.60982;;;;;;
294;Contenedor de ropa;;;;Calle   Maiquez, 14 ;;;MADRID;Calle;; Maiquez;número;14;;;;Salamanca;442909,20;4474855,25;40.421674;-3.672951;;;;;;
295;Contenedor de ropa;;;;Calle  Lope de Rueda, 5 ;;Iglesia;MADRID;Calle;;Lope de Rueda;número;5;;;;Salamanca;442545,15;4475034,09;40.423260;-3.677258;;;;;;
296;Contenedor de ropa;;;;Calle  Jorge Juan, 82 ;;;MADRID;Calle;;Jorge Juan;número;82;;;;Salamanca;442713,88;4474944,57;40.42316;-3.6753;;;;;;
297;Contenedor de ropa;;;;Calle  General Diaz Porlier, 9 ;;;MADRID;Calle;;General Diaz Porlier;número;9;;;;Salamanca;442531,51;4475185,60;40.42532;-3.67747;;;;;;
298;Contenedor de ropa;;;;Calle  General Pardiñas, 20 ;;;MADRID;Calle;;General Pardiñas;número;20;;;;Salamanca;442437,44;4475185,30;40.42531;-3.67858;;;;;;
299;Contenedor de ropa;;;;Calle  Goya, 52 ;;;MADRID;Calle;;Goya;número;52;;;;Salamanca;442461,50;4475124,02;40.42476;-3.67829;;;;;;
300;Contenedor de ropa;;;;Calle  General Pardiñas, 3 ;;;MADRID;Calle;;General Pardiñas;número;3;;;;Salamanca;442411,46;4475101,72;40.42386;-3.67884;;;;;;
301;Contenedor de ropa;;;;Calle  O'Donnell, 18 ;;;MADRID;Calle;;O'Donnell;número;18;;;;Salamanca;442567,23;4474750,22;40.4214;-3.67701;;;;;;
302;Contenedor de ropa;;;;Calle   Pedro Muñoz Seca, 1 ;;;MADRID;Calle;; Pedro Muñoz Seca;número;1;;;;Salamanca;441376,03;4474683,69;40.420022;-3.691006;;;;;;
303;Contenedor de ropa;;;;Calle  Lagasca, 51 ;;;MADRID;Calle;;Lagasca;número;51;;;;Salamanca;441863,11;4475481,17;40.42724;-3.685338;;;;;;
304;Contenedor de ropa;;;;Calle  Nuñez de Balboa, 33 ;;;MADRID;Calle;;Nuñez de Balboa;número;33;;;;Salamanca;442070,57;4475139,28;40.42487;-3.6829;;;;;;
305;Contenedor de ropa;;;;Calle  Ayala, 42 ;;;MADRID;Calle;;Ayala;número;42;;;;Salamanca;441954,00;4475528,53;40.427673;-3.684271;;;;;;
306;Contenedor de ropa;;;;Calle  Hermosilla, 57 ;;;MADRID;Calle;;Hermosilla;número;57;;;;Salamanca;442689,07;4475252,18;40.42593;-3.67562;;;;;;
307;Contenedor de ropa;;;;Calle  Hermosilla, 95 ;;;MADRID;Calle;;Hermosilla;número;95;;;;Salamanca;442317,64;4475276,15;40.42612;-3.68;;;;;;
308;Contenedor de ropa;;;;Calle  Montesa, 9 ;;;MADRID;Calle;;Montesa;número;9;;;;Salamanca;442956,95;4475489,08;40.427387;-3.672445;;;;;;
309;Contenedor de ropa;;;;Calle  Fuente del Berro, 3 ;;;MADRID;Calle;;Fuente del Berro;número;3;;;;Salamanca;443108,91;4475413,77;40.426719;-3.670647;;;;;;
310;Contenedor de ropa;;;;Calle  Goya, 106 ;;;MADRID;Calle;;Goya;número;106;;;;Salamanca;443135,66;4475075,64;40.42437;-3.67034;;;;;;
311;Contenedor de ropa;;;;Calle  Jorge Juan, 110 ;;;MADRID;Calle;;Jorge Juan;número;110;;;;Salamanca;443396,46;4474901,59;40.42282;-3.66725;;;;;;
312;Contenedor de ropa;;;;Calle de los Peñascales, 15 ;;;MADRID;Calle;de los;Peñascales;número;15;;;;Salamanca;44344,40;4475120,85;40.424103;-3.66669;;;;;;
313;Contenedor de ropa;;;;Paseo  Marques de Zafra, 37 ;;;MADRID;Paseo;;Marques de Zafra;número;37;;;;Salamanca;443686,44;4475226,86;40.42577;-3.66386;;;;;;
314;Contenedor de ropa;;;;Paseo  Marques de Zafra, 17 ;;;MADRID;Paseo;;Marques de Zafra;número;17;;;;Salamanca;443469,96;4475313,95;40.42654;-3.66642;;;;;;
315;Contenedor de ropa;;;;Calle  Marques de Zafra, 2 ;;;MADRID;Calle;;Marques de Zafra;número;2;;;;Salamanca;443787,60;4475139,50;40.42499;-3.66266;;;;;;
316;Contenedor de ropa;;;;Calle  Alejandro Gonzalez, 4 ;;;MADRID;Calle;;Alejandro Gonzalez;número;4;;;;Salamanca;443688,21;4475691,91;40.42996;-3.66388;;;;;;
317;Contenedor de ropa;;;;Calle  Marques de Mondejar, 32 ;;;MADRID;Calle;;Marques de Mondejar;número;32;;;;Salamanca;443779,87;4475578,01;40.42894;-3.66279;;;;;;
318;Contenedor de ropa;;;;Calle  Sancho Davila, 12 ;;;MADRID;Calle;;Sancho Davila;número;12;;;;Salamanca;443829,03;4475461,13;40.42789;-3.6622;;;;;;
319;Contenedor de ropa;;;;Calle  Dr. Gomez Ulla, 2 ;;;MADRID;Calle;;Dr. Gomez Ulla;número;2;;;;Salamanca;443330,29;4475570,38;40.42884;-3.66809;;;;;;
320;Contenedor de ropa;;;;Calle  Julio Camba, 9 esq. Francisco Navacerrada;esq. Francisco Navacerrada;;MADRID;Calle;;Julio Camba;número;9;;;;Salamanca;443642,40;4475960,90;40.431684;-3.664407;;;;;;
321;Contenedor de ropa;;;;Calle  Cardenal Belluga, 3 ;;;MADRID;Calle;;Cardenal Belluga;número;3;;;;Salamanca;443577,35;4475719,41;40.4302;-3.66519;;;;;;
322;Contenedor de ropa;;;;Avenida los Toreros, 45 ;;;MADRID;Avenida;los;Toreros;número;45;;;;Salamanca;443454,55;4475970,11;40.43245;-3.66666;;;;;;
323;Contenedor de ropa;;;;Avenida los Toreros, 4 ;;;MADRID;Avenida;los;Toreros;número;4;;;;Salamanca;443090,93;4475894,04;40.43174;-3.67094;;;;;;
324;Contenedor de ropa;;;;Calle  Ardemans, 30 ;;;MADRID;Calle;;Ardemans;número;30;;;;Salamanca;443020,88;4476166,58;40.43419;-3.67179;;;;;;
325;Contenedor de ropa;;;;Calle  Ferrer del Rio, 30 ;;;MADRID;Calle;;Ferrer del Rio;número;30;;;;Salamanca;443109,33;4476304,66;40.43544;-3.67076;;;;;;
326;Contenedor de ropa;;;;Avenida  Camilo Jose Cela, 12 ;;Colegio;MADRID;Avenida;;Camilo Jose Cela;número;12;;;;Salamanca;443479,51;4476922,31;40.44103;-3.66645;;;;;;
327;Contenedor de ropa;;;;Calle  Breme, 2 esq calle Luis Calvo;esq calle Luis Calvo;;MADRID;Calle;;Breme;número;2;;;;Salamanca;443545,84;4476598,60;40.437422;-3.665602;;;;;;
328;Contenedor de ropa;;;;Calle  Martinez Izquierdo, 60 ;;;MADRID;Calle;;Martinez Izquierdo;número;60;;;;Salamanca;443566,88;4476340,79;40.435101;-3.665331;;;;;;
329;Contenedor de ropa;;;;Calle  Brescia, 31 ;;;MADRID;Calle;;Brescia;número;31;;;;Salamanca;443850,91;4476526,59;40.436794;-3.661999;;;;;;
330;Contenedor de ropa;;;;Avenida de Bruselas, 48 ;;;MADRID;Avenida;de;Bruselas;número;48;;;;Salamanca;443743,37;4476592,95;40.43808;-3.66331;;;;;;
331;Contenedor de ropa;;;;Avenida de Bruselas, 57 ;;;MADRID;Avenida;de;Bruselas;número;57;;;;Salamanca;443746,57;4476852,74;40.439725;-3.663258;;;;;;
332;Contenedor de ropa;;;;Calle  Berlin, 3 ;;;MADRID;Calle;;Berlin;número;3;;;;Salamanca;443739,20;4477046,18;40.441467;-3.663362;;;;;;
333;Contenedor de ropa;;;;Calle  Cartagena, 78 ;;;MADRID;Calle;;Cartagena;número;78;;;;Salamanca;443009,65;4476584,01;40.43795;-3.67196;;;;;;
334;Contenedor de ropa;;;;Calle  Coslada, 19 ;;;MADRID;Calle;;Coslada;número;19;;;;Salamanca;442886,12;4476626,02;40.43832;-3.67342;;;;;;
335;Contenedor de ropa;;;;Calle  Bejar, 1 ;;Carrefour Express;MADRID;Calle;;Bejar;número;1;;;;Salamanca;442784,27;4476279,35;40.43519;-3.67459;;;;;;
336;Contenedor de ropa;;;;Calle  General Oraa, 71  esq. G.Diaz Porlier; esq. G.Diaz Porlier;;MADRID;Calle;;General Oraa;número;71;;;;Salamanca;442585,35;4475961,60;40.431618;-3.676868;;;;;;
337;Contenedor de ropa;;;;Calle  Maldonado, 71 ;;;MADRID;Calle;;Maldonado;número;71;;;;Salamanca;442787,90;4476098,48;40.43356;-3.67453;;;;;;
338;Contenedor de ropa;;;;Calle  Juan Bravo, 77 ;;;MADRID;Calle;;Juan Bravo;número;77;;;;Salamanca;442919,99;4475942,04;40.43216;-3.67296;;;;;;
339;Contenedor de ropa;;;;Calle  General Diaz Porlier, 97 ;;;MADRID;Calle;;General Diaz Porlier;número;97;;;;Salamanca;442531,55;4475185,65;40.42532;-3.67747;;;;;;
340;Contenedor de ropa;;;;Calle  General Pardiñas, 81 ;;;MADRID;Calle;;General Pardiñas;número;81;;;;Salamanca;442437,44;4475185,33;40.42531;-3.67858;;;;;;
341;Contenedor de ropa;;;;Calle  Juan Bravo, 42 ;;Iglesia;MADRID;Calle;;Juan Bravo;número;42;;;;Salamanca;442919,97;4475942,00;40.43216;-3.67296;;;;;;
342;Contenedor de ropa;;;;Calle  General Diaz Porlier, 54 ;;;MADRID;Calle;;General Diaz Porlier;número;54;;;;Salamanca;442597,29;4475748,48;40.429699;-3.676708;;;;;;
343;Contenedor de ropa;;;;Calle  Castello, 100 ;;;MADRID;Calle;;Castello;número;100;;;;Salamanca;442273,51;4476281,04;40.434474;-3.680573;;;;;;
344;Contenedor de ropa;;;;Calle  Nuñez de Balboa, 108 ;;;MADRID;Calle;;Nuñez de Balboa;número;108;;;;Salamanca;442169,69;4476402,28;40.435559;-3.681808;;;;;;
345;Contenedor de ropa;;;;Calle  Nuñez de Balboa, 85 ;;IPTEM;MADRID;Calle;;Nuñez de Balboa;número;85;;;;Salamanca;442133,00;4475980,24;40.43245;-3.68224;;;;;;
346;Contenedor de ropa;;;;Calle  Castello, 63 ;;;MADRID;Calle;;Castello;número;63;;;;Salamanca;442200,00;4475635,86;40.428657;-3.681381;;;;;;
347;Contenedor de ropa;;;;Calle  Jose Ortega y Gasset, 68 ;;;MADRID;Calle;;Jose Ortega y Gasset;número;68;;;;Salamanca;442147,11;4475715,99;40.43007;-3.68205;;;;;;
348;Contenedor de ropa;;;;Calle  José Ortega y Gaset, 77 ;;;MADRID;Calle;;José Ortega y Gaset;número;77;;;;Salamanca;442941,98;4475773,27;40.429946;-3.672647;;;;;;
349;Contenedor de ropa;;;;Calle  Alcalde Sainz de Baranda , 94 ;;Centro Deportivo;MADRID;Calle;;Alcalde Sainz de Baranda ;número;94;;;;Salamanca;443981,21;4474735,26;40.420666;-3.660305;;;;;;
350;Contenedor de ropa;;;;Paseo  Reina Cristina, 24 ;;;MADRID;Paseo;;Reina Cristina;número;24;;;;Retiro;442215,95;4473151,31;40.407269;-3.680789;;;;;;
351;Contenedor de ropa;;;;Avenida  Menendez Pelayo, 30 ;;;MADRID;Avenida;;Menendez Pelayo;número;30;;;;Retiro;442306,71;4474881,85;40.405904;-3.679293;;;;;;
352;Contenedor de ropa;;;;Calle  Valderribas, 27 ;;;MADRID;Calle;;Valderribas;número;27;;;;Retiro;442534,71;4472967,85;40.405292;-3.677103;;;;;;
353;Contenedor de ropa;;;;Calle  Abtao, 20 ;;;MADRID;Calle;;Abtao;número;20;;;;Retiro;442669,13;4472894,15;40.405839;-3.675493;;;;;;
354;Contenedor de ropa;;;;Calle  Cavanilles, 27 ;;;MADRID;Calle;;Cavanilles;número;27;;;;Retiro;442716,91;4473021,81;40.404717;-3.675625;;;;;;
355;Contenedor de ropa;;;;Calle  Sanchez Barcaiztegui, 4 ;;;MADRID;Calle;;Sanchez Barcaiztegui;número;4;;;;Retiro;442917,80;4473100,20;40.404022;-3.674638;;;;;;
356;Contenedor de ropa;;;;Calle  Sanchez Barcaiztegui, 23 ;;;MADRID;Calle;;Sanchez Barcaiztegui;número;23;;;;Retiro;442789,16;4472872,95;40.404054;-3.6747;;;;;;
357;Contenedor de ropa;;;;Calle  Leon Gil de Palacio, 2 ;;;MADRID;Calle;;Leon Gil de Palacio;número;2;;;;Retiro;442370,37;4472690,24;40.402467;-3.676057;;;;;;
358;Contenedor de ropa;;;;Calle  Alfonso XI, 15 ;;;MADRID;Calle;;Alfonso XI;número;15;;;;Retiro;441432,72;4474327,35;40.416816;-3.690305;;;;;;
359;Contenedor de ropa;;;;Calle  Tellez, 13 ;;;MADRID;Calle;;Tellez;número;13;;;;Retiro;442214,58;4472724,69;40.403122;-3.678819;;;;;;
360;Contenedor de ropa;;;;Calle  Estrella Polar, 19 ;;;MADRID;Calle;;Estrella Polar;número;19;;;;Retiro;443643,93;4473681,99;40.411155;-3.664187;;;;;;
361;Contenedor de ropa;;;;Calle  Seco, 4 ;;;MADRID;Calle;;Seco;número;4;;;;Retiro;442963,30;4472341,26;40.399031;-3.672088;;;;;;
362;Contenedor de ropa;;;;Calle  Luis Mitjans, 41 ;;Polideportivo;MADRID;Calle;;Luis Mitjans;número;41;;;;Retiro;443240,46;4472799,45;40.403907;-3.668894;todo el día;;;;;
363;Contenedor de ropa;;;;Calle  Dr. Esquerdo, 138  esq.Santa Sabina; esq.Santa Sabina;;MADRID;Calle;;Dr. Esquerdo;número;138;;;;Retiro;443067,23;4473051,70;40.405438;-3.670927;;;;;;
364;Contenedor de ropa;;;;Calle  Lira, 8 ;;;MADRID;Calle;;Lira;número;8;;;;Retiro;443228,79;4473291,90;40.408425;-3.668829;;;;;;
365;Contenedor de ropa;;;;Avenida del Mediterráneo, 47 ;;;MADRID;Avenida;del;Mediterráneo;número;47;;;;Retiro;443271,29;4473137,05;40.406959;-3.668656;Lunes a Domingo 8:30 a 20:30;;;;;
366;Contenedor de ropa;;;;Calle   Doctor Ezquerdo, 155 ;;;MADRID;Calle ;;Doctor Ezquerdo;número;155;;;;Retiro;443228,39;4473291,20;40.40926;-3.669844;;;;;;
367;Contenedor de ropa;;;;Calle   Cruz del Sur , 5 esq. Los Astros;esq. Los Astros;;MADRID;Calle ;;Cruz del Sur ;número;5;;;;Retiro;443270,95;4473698,34;40.411277;-3.668584;;;;;;
368;Contenedor de ropa;;;;Calle   Antonio Arias, 2 ;;;MADRID;Calle ;;Antonio Arias;número;2;;;;Retiro;443022,42;4474337,91;40.417923;-3.671579;;;;;;
369;Contenedor de ropa;;;;Calle   Estrella Polar, 8 ;;;MADRID;Calle ;;Estrella Polar;número;8;;;;Retiro;443430,43;4473636,30;40.410729;-3.666699;;;;;;
370;Contenedor de ropa;;;;Calle   Pez Austral, 15  esq. Estrella Polar; esq. Estrella Polar;;MADRID;Calle ;;Pez Austral;número;15;;;;Retiro;443504,04;4473685,92;40.411181;-3.665836;;;;;;
371;Contenedor de ropa;;;;Calle   Pez Volador, 38 ;;;MADRID;Calle ;;Pez Volador;número;38;;;;Retiro;443755,34;4473904,97;40.414002;-3.663142;;;;;;
372;Contenedor de ropa;;;;Calle   juan esplandiu, 2 ;;;MADRID;Calle ;;juan esplandiu;número;2;;;;Retiro;443590,02;4474219,67;40.415995;-3.66487;;;;;;
373;Contenedor de ropa;;;;Calle   Marques de Lozoya, 46 ;;;MADRID;Calle ;;Marques de Lozoya;número;46;;;;Retiro;443621,47;4474328,45;40.416977;-3.664509;;;;;;
374;Contenedor de ropa;;;;Calle   Alcalde Sainz de Baranda, 91 ;;;MADRID;Calle ;;Alcalde Sainz de Baranda;número;91;;;;Retiro;443365,37;4474380,89;40.417432;-3.667532;;;;;;
375;Contenedor de ropa;;;;Calle   Dr. Esquerdo, 111 ;;;MADRID;Calle ;;Dr. Esquerdo;número;111;;;;Retiro;443211,47;4473931,16;40.414964;-3.669357;;;;;;
